periodo	box	luz	gaiola	dia	ovos	massa
3	3	branco	2	2	6	417
3	3	branco	3	2	8	531
3	3	branco	4	2	7	418
3	3	branco	5	2	7	450
3	3	branco	6	2	7	460
3	4	vermelho	1	2	10	647
3	4	vermelho	2	2	9	602
3	4	vermelho	3	2	9	618
3	4	vermelho	4	2	8	570
3	4	vermelho	5	2	8	522
3	4	vermelho	6	2	7	466
3	5	amarelo	1	2	8	444
3	5	amarelo	2	2	6	379
3	5	amarelo	3	2	9	574
3	5	amarelo	4	2	8	542
3	5	amarelo	5	2	8	487
3	5	amarelo	6	2	8	502
3	1	azul	1	3	9	566
3	1	azul	2	3	7	444
3	1	azul	3	3	7	471
3	1	azul	4	3	7	429
3	1	azul	5	3	8	551
3	1	azul	6	3	5	338
3	2	verde	1	3	10	676
3	2	verde	2	3	9	628
3	2	verde	3	3	8	510
3	2	verde	4	3	8	507
3	2	verde	5	3	7	457
3	2	verde	6	3	6	380
3	3	branco	1	3	7	439
3	3	branco	2	3	8	548
3	3	branco	3	3	6	392
3	3	branco	4	3	7	426
3	3	branco	5	3	7	463
3	3	branco	6	3	6	391
3	4	vermelho	1	3	8	511
3	4	vermelho	2	3	7	478
3	4	vermelho	3	3	8	535
3	4	vermelho	4	3	10	672
3	4	vermelho	5	3	10	656
3	4	vermelho	6	3	7	457
3	5	amarelo	1	3	10	664
3	5	amarelo	2	3	7	457
3	5	amarelo	3	3	6	375
3	5	amarelo	4	3	9	597
3	5	amarelo	5	3	8	484
3	5	amarelo	6	3	7	438
3	1	azul	1	4	7	462
3	1	azul	2	4	5	319
3	1	azul	3	4	7	467
3	1	azul	4	4	8	512
3	1	azul	5	4	9	621
3	1	azul	6	4	6	402
3	2	verde	1	4	9	605
3	2	verde	2	4	7	440
3	2	verde	3	4	7	469
3	2	verde	4	4	7	463
3	2	verde	5	4	7	456
3	2	verde	6	4	7	467
3	3	branco	1	4	10	632
3	3	branco	2	4	6	413
3	3	branco	3	4	9	564
3	3	branco	4	4	6	399
3	3	branco	5	4	7	442
3	3	branco	6	4	5	322
3	4	vermelho	1	4	9	574
3	4	vermelho	2	4	8	546
3	4	vermelho	3	4	8	545
3	4	vermelho	4	4	7	486
3	4	vermelho	5	4	9	577
3	4	vermelho	6	4	8	542
3	5	amarelo	1	4	10	694
3	5	amarelo	2	4	6	397
3	5	amarelo	3	4	6	374
3	5	amarelo	4	4	7	468
3	5	amarelo	5	4	6	372
3	5	amarelo	6	4	9	554
3	1	azul	1	5	7	446
3	1	azul	2	5	5	320
3	1	azul	3	5	6	391
3	1	azul	4	5	7	436
3	1	azul	5	5	7	465
3	1	azul	6	5	4	269
3	2	verde	1	5	9	599
3	2	verde	2	5	8	516
3	2	verde	3	5	7	464
3	2	verde	4	5	9	597
3	2	verde	5	5	8	521
3	2	verde	6	5	7	461
3	3	branco	1	5	10	619
3	3	branco	2	5	6	410
3	3	branco	3	5	7	431
3	3	branco	4	5	7	448
3	3	branco	5	5	9	571
3	3	branco	6	5	8	557
3	4	vermelho	1	5	9	577
3	4	vermelho	2	5	7	447
3	4	vermelho	3	5	8	505
3	4	vermelho	4	5	9	627
3	4	vermelho	5	5	6	409
3	4	vermelho	6	5	6	387
3	5	amarelo	1	5	10	692
3	5	amarelo	2	5	5	332
3	5	amarelo	3	5	8	527
3	5	amarelo	4	5	8	533
3	5	amarelo	5	5	7	430
3	5	amarelo	6	5	7	435
3	1	azul	1	6	8	500
3	1	azul	2	6	6	398
3	1	azul	3	6	6	377
3	1	azul	4	6	5	324
3	1	azul	5	6	4	286
3	1	azul	6	6	6	390
3	2	verde	1	6	8	571
3	2	verde	2	6	7	463
3	2	verde	3	6	7	470
3	2	verde	4	6	8	518
3	2	verde	5	6	7	454
3	2	verde	6	6	4	250
3	3	branco	1	6	8	518
3	3	branco	2	6	7	500
3	3	branco	3	6	7	453
3	3	branco	4	6	7	442
3	3	branco	5	6	7	466
3	3	branco	6	6	6	407
3	4	vermelho	1	6	5	334
3	4	vermelho	2	6	7	468
3	4	vermelho	3	6	8	529
3	4	vermelho	4	6	6	403
3	4	vermelho	5	6	8	526
3	4	vermelho	6	6	8	534
3	5	amarelo	1	6	7	461
3	5	amarelo	2	6	6	406
3	5	amarelo	3	6	8	515
3	5	amarelo	4	6	8	536
3	5	amarelo	5	6	7	430
3	5	amarelo	6	6	9	577
3	1	azul	1	7	6	389
3	1	azul	2	7	4	277
3	1	azul	3	7	9	611
3	1	azul	4	7	7	440
3	1	azul	5	7	9	651
3	1	azul	6	7	5	352
3	2	verde	1	7	10	667
3	2	verde	2	7	8	554
3	2	verde	3	7	7	453
3	2	verde	4	7	10	652
3	2	verde	5	7	6	376
3	2	verde	6	7	6	406
3	3	branco	1	7	9	558
3	3	branco	2	7	6	405
3	3	branco	3	7	9	584
3	3	branco	4	7	6	397
3	3	branco	5	7	7	464
3	3	branco	6	7	8	563
3	4	vermelho	1	7	6	397
3	4	vermelho	2	7	7	474
3	4	vermelho	3	7	6	447
3	4	vermelho	4	7	9	613
3	4	vermelho	5	7	8	520
3	4	vermelho	6	7	7	467
3	5	amarelo	1	7	9	590
3	5	amarelo	2	7	7	459
3	5	amarelo	3	7	9	576
3	5	amarelo	4	7	9	605
3	5	amarelo	5	7	8	486
3	5	amarelo	6	7	9	579
3	1	azul	1	8	8	506
3	1	azul	2	8	6	395
3	1	azul	3	8	8	512
3	1	azul	4	8	8	517
3	1	azul	5	8	6	418
3	1	azul	6	8	5	332
3	2	verde	1	8	9	601
3	2	verde	2	8	8	557
3	2	verde	3	8	7	459
3	2	verde	4	8	8	503
3	2	verde	5	8	8	502
3	2	verde	6	8	4	268
3	3	branco	1	8	7	435
3	3	branco	2	8	7	481
3	3	branco	3	8	9	569
3	3	branco	4	8	6	376
3	3	branco	5	8	6	412
3	3	branco	6	8	9	617
3	4	vermelho	1	8	9	590
3	4	vermelho	2	8	8	532
3	4	vermelho	3	8	8	514
3	4	vermelho	4	8	7	450
3	4	vermelho	5	8	7	477
3	4	vermelho	6	8	8	515
3	5	amarelo	1	8	7	464
3	5	amarelo	2	8	7	477
3	5	amarelo	3	8	7	439
3	5	amarelo	4	8	7	475
3	5	amarelo	5	8	7	427
3	5	amarelo	6	8	8	512
3	1	azul	1	9	7	446
3	1	azul	2	9	5	322
3	1	azul	3	9	8	505
3	1	azul	4	9	6	378
3	1	azul	5	9	7	486
3	1	azul	6	9	4	276
3	2	verde	1	9	9	620
3	2	verde	2	9	7	475
3	2	verde	3	9	6	380
3	2	verde	4	9	8	504
3	2	verde	5	9	8	513
3	2	verde	6	9	8	531
3	3	branco	1	9	9	555
3	3	branco	2	9	5	346
3	3	branco	3	9	7	457
3	3	branco	4	9	5	338
3	3	branco	5	9	6	397
3	3	branco	6	9	8	566
3	4	vermelho	1	9	8	494
3	4	vermelho	2	9	8	535
3	4	vermelho	3	9	7	469
3	4	vermelho	4	9	7	466
3	4	vermelho	5	9	9	590
3	4	vermelho	6	9	6	384
3	5	amarelo	1	9	8	546
3	5	amarelo	2	9	7	456
3	5	amarelo	3	9	8	508
3	5	amarelo	4	9	9	605
3	5	amarelo	5	9	8	490
3	5	amarelo	6	9	9	570
3	1	azul	1	10	10	623
3	1	azul	2	10	6	387
3	1	azul	3	10	8	522
3	1	azul	4	10	10	609
3	1	azul	5	10	9	621
3	1	azul	6	10	5	320
3	2	verde	1	10	7	480
3	2	verde	2	10	5	337
3	2	verde	3	10	8	536
3	2	verde	4	10	8	525
3	2	verde	5	10	6	381
3	2	verde	6	10	7	454
3	3	branco	1	10	8	500
3	3	branco	2	10	8	528
3	3	branco	3	10	8	527
3	3	branco	4	10	8	530
3	3	branco	5	10	6	403
3	3	branco	6	10	4	264
3	4	vermelho	1	10	8	528
3	4	vermelho	2	10	9	582
3	4	vermelho	3	10	8	510
3	4	vermelho	4	10	9	608
3	4	vermelho	5	10	10	660
3	4	vermelho	6	10	5	331
3	5	amarelo	1	10	10	689
3	5	amarelo	2	10	8	521
3	5	amarelo	3	10	9	581
3	5	amarelo	4	10	8	520
3	5	amarelo	5	10	7	442
3	5	amarelo	6	10	9	570
3	1	azul	1	11	9	572
3	1	azul	2	11	2	135
3	1	azul	3	11	9	602
3	1	azul	4	11	8	503
3	1	azul	5	11	9	629
3	1	azul	6	11	5	350
3	2	verde	1	11	9	622
3	2	verde	2	11	9	629
3	2	verde	3	11	8	536
3	2	verde	4	11	9	593
3	2	verde	5	11	7	465
3	2	verde	6	11	7	463
3	3	branco	1	11	7	437
3	3	branco	2	11	7	480
3	3	branco	3	11	8	524
3	3	branco	4	11	7	443
3	3	branco	5	11	7	496
3	3	branco	6	11	5	351
3	4	vermelho	1	11	10	639
3	4	vermelho	2	11	7	443
3	4	vermelho	3	11	8	526
3	4	vermelho	4	11	9	588
3	4	vermelho	5	11	10	654
3	4	vermelho	6	11	7	447
3	5	amarelo	1	11	7	483
3	5	amarelo	2	11	7	462
3	5	amarelo	3	11	9	467
3	5	amarelo	4	11	10	666
3	5	amarelo	5	11	8	499
3	5	amarelo	6	11	9	589
3	1	azul	1	12	7	428
3	1	azul	2	12	6	402
3	1	azul	3	12	8	517
3	1	azul	4	12	8	493
3	1	azul	5	12	9	617
3	1	azul	6	12	5	327
3	2	verde	1	12	9	600
3	2	verde	2	12	7	457
3	2	verde	3	12	8	533
3	2	verde	4	12	8	513
3	2	verde	5	12	7	462
3	2	verde	6	12	6	384
3	3	branco	1	12	10	621
3	3	branco	2	12	6	390
3	3	branco	3	12	9	579
3	3	branco	4	12	6	380
3	3	branco	5	12	5	332
3	3	branco	6	12	8	553
3	4	vermelho	1	12	7	459
3	4	vermelho	2	12	7	464
3	4	vermelho	3	12	8	538
3	4	vermelho	4	12	9	570
3	4	vermelho	5	12	10	667
3	4	vermelho	6	12	7	442
3	5	amarelo	1	12	8	532
3	5	amarelo	2	12	4	267
3	5	amarelo	3	12	7	437
3	5	amarelo	4	12	10	681
3	5	amarelo	5	12	7	434
3	5	amarelo	6	12	8	511
3	1	azul	1	13	6	389
3	1	azul	2	13	6	396
3	1	azul	3	13	8	527
3	1	azul	4	13	5	310
3	1	azul	5	13	7	487
3	1	azul	6	13	4	260
3	2	verde	1	13	9	607
3	2	verde	2	13	7	476
3	2	verde	3	13	6	396
3	2	verde	4	13	8	516
3	2	verde	5	13	4	247
3	2	verde	6	13	5	322
3	3	branco	1	13	7	440
3	3	branco	2	13	8	556
3	3	branco	3	13	6	396
3	3	branco	4	13	6	389
3	3	branco	5	13	6	390
3	3	branco	6	13	7	489
3	4	vermelho	1	13	9	601
3	4	vermelho	2	13	7	455
3	4	vermelho	3	13	7	465
3	4	vermelho	4	13	7	456
3	4	vermelho	5	13	7	447
3	4	vermelho	6	13	7	456
3	5	amarelo	1	13	9	610
3	5	amarelo	2	13	7	454
3	5	amarelo	3	13	7	448
3	5	amarelo	4	13	5	333
3	5	amarelo	5	13	8	486
3	5	amarelo	6	13	8	504
3	1	azul	1	14	7	406
3	1	azul	2	14	5	290
3	1	azul	3	14	5	295
3	1	azul	4	14	6	351
3	1	azul	5	14	5	297
3	1	azul	6	14	7	408
3	2	verde	1	14	9	496
3	2	verde	2	14	6	318
3	2	verde	3	14	8	528
3	2	verde	4	14	5	330
3	2	verde	5	14	6	402
3	2	verde	6	14	7	424
3	3	branco	1	14	7	427
3	3	branco	2	14	6	372
3	3	branco	3	14	7	444
3	3	branco	4	14	6	396
3	3	branco	5	14	5	330
3	3	branco	6	14	5	333
3	4	vermelho	1	14	5	345
3	4	vermelho	2	14	5	360
3	4	vermelho	3	14	5	367
3	4	vermelho	4	14	5	335
3	4	vermelho	5	14	5	350
3	4	vermelho	6	14	5	295
3	5	amarelo	1	14	6	378
3	5	amarelo	2	14	6	408
3	5	amarelo	3	14	5	315
3	5	amarelo	4	14	5	330
3	5	amarelo	5	14	6	426
3	5	amarelo	6	14	7	423
4	1	vermelho	1	1	7	437
4	1	vermelho	2	1	7	458
4	1	vermelho	3	1	7	455
4	1	vermelho	4	1	7	456
4	1	vermelho	5	1	6	438
4	1	vermelho	6	1	1	68
4	2	azul	1	1	2	136
4	2	azul	2	1	4	274
4	2	azul	3	1	2	140
4	2	azul	4	1	5	328
4	2	azul	5	1	6	399
4	2	azul	6	1	5	321
4	3	amarelo	1	1	6	360
4	3	amarelo	2	1	6	425
4	3	amarelo	3	1	5	315
4	3	amarelo	4	1	5	315
4	3	amarelo	5	1	6	398
4	3	amarelo	6	1	5	358
4	4	verde	1	1	4	249
4	4	verde	2	1	7	440
4	4	verde	3	1	4	255
4	4	verde	4	1	5	330
4	4	verde	5	1	6	376
4	4	verde	6	1	4	259
4	5	branco	1	1	8	536
4	5	branco	2	1	7	466
4	5	branco	3	1	6	372
4	5	branco	4	1	6	398
4	5	branco	5	1	7	406
4	5	branco	6	1	5	320
4	1	vermelho	1	2	8	539
4	1	vermelho	2	2	7	454
4	1	vermelho	3	2	8	512
4	1	vermelho	4	2	6	396
4	1	vermelho	5	2	6	402
4	1	vermelho	6	2	4	281
4	2	azul	1	2	7	490
4	2	azul	2	2	6	394
4	2	azul	3	2	6	391
4	2	azul	4	2	7	433
4	2	azul	5	2	6	459
4	2	azul	6	2	6	394
4	3	amarelo	1	2	8	524
4	3	amarelo	2	2	5	318
4	3	amarelo	3	2	7	461
4	3	amarelo	4	2	7	438
4	3	amarelo	5	2	3	277
4	3	amarelo	6	2	7	465
4	4	verde	1	2	8	531
4	4	verde	2	2	6	384
4	4	verde	3	2	3	279
4	4	verde	4	2	5	314
4	4	verde	5	2	6	394
4	4	verde	6	2	7	444
4	5	branco	1	2	8	532
4	5	branco	2	2	6	386
4	5	branco	3	2	7	460
4	5	branco	4	2	8	504
4	5	branco	5	2	6	387
4	5	branco	6	2	8	518
4	1	vermelho	1	3	8	503
4	1	vermelho	2	3	7	448
4	1	vermelho	3	3	5	288
4	1	vermelho	4	3	6	378
4	1	vermelho	5	3	7	506
4	1	vermelho	6	3	5	329
4	2	azul	1	3	7	474
4	2	azul	2	3	6	414
4	2	azul	3	3	6	394
4	2	azul	4	3	7	464
4	2	azul	5	3	6	386
4	2	azul	6	3	6	379
4	3	amarelo	1	3	8	516
4	3	amarelo	2	3	5	344
4	3	amarelo	3	3	3	192
4	3	amarelo	4	3	4	244
4	3	amarelo	5	3	6	414
4	3	amarelo	6	3	6	431
4	4	verde	1	3	8	502
4	4	verde	2	3	6	386
4	4	verde	3	3	7	448
4	4	verde	4	3	5	330
4	4	verde	5	3	7	444
4	4	verde	6	3	6	371
4	5	branco	1	3	8	538
4	5	branco	2	3	7	438
4	5	branco	3	3	6	368
4	5	branco	4	3	5	314
4	5	branco	5	3	9	555
4	5	branco	6	3	7	458
4	1	vermelho	1	4	10	635
4	1	vermelho	2	4	6	394
4	1	vermelho	3	4	6	407
4	1	vermelho	4	4	8	570
4	1	vermelho	5	4	8	541
4	1	vermelho	6	4	6	413
4	2	azul	1	4	6	405
4	2	azul	2	4	6	401
4	2	azul	3	4	6	377
4	2	azul	4	4	5	325
4	2	azul	5	4	6	348
4	2	azul	6	4	7	454
4	3	amarelo	1	4	7	424
4	3	amarelo	2	4	9	48
4	3	amarelo	3	4	8	501
4	3	amarelo	4	4	10	643
4	3	amarelo	5	4	4	290
4	3	amarelo	6	4	7	480
4	4	verde	1	4	9	593
4	4	verde	2	4	8	528
4	4	verde	3	4	8	508
4	4	verde	4	4	8	519
4	4	verde	5	4	8	532
4	4	verde	6	4	6	394
4	5	branco	1	4	9	592
4	5	branco	2	4	8	531
4	5	branco	3	4	6	388
4	5	branco	4	4	8	530
4	5	branco	5	4	8	495
4	5	branco	6	4	7	472
4	1	vermelho	1	5	10	634
4	1	vermelho	2	5	7	457
4	1	vermelho	3	5	6	381
4	1	vermelho	4	5	4	250
4	1	vermelho	5	5	6	437
4	1	vermelho	6	5	5	347
4	2	azul	1	5	6	389
4	2	azul	2	5	5	345
4	2	azul	3	5	5	318
4	2	azul	4	5	7	483
4	2	azul	5	5	6	386
4	2	azul	6	5	6	397
4	3	amarelo	1	5	5	320
4	3	amarelo	2	5	6	423
4	3	amarelo	3	5	5	332
4	3	amarelo	4	5	5	337
4	3	amarelo	5	5	5	352
4	3	amarelo	6	5	6	405
4	4	verde	1	5	10	655
4	4	verde	2	5	9	605
4	4	verde	3	5	5	533
4	4	verde	4	5	6	407
4	4	verde	5	5	8	534
4	4	verde	6	5	6	378
4	5	branco	1	5	8	548
4	5	branco	2	5	7	474
4	5	branco	3	5	9	577
4	5	branco	4	5	7	452
4	5	branco	5	5	6	362
4	5	branco	6	5	7	464
4	1	vermelho	1	6	10	652
4	1	vermelho	2	6	7	458
4	1	vermelho	3	6	6	379
4	1	vermelho	4	6	8	506
4	1	vermelho	5	6	9	656
4	1	vermelho	6	6	3	194
4	2	azul	1	6	5	336
4	2	azul	2	6	7	477
4	2	azul	3	6	7	475
4	2	azul	4	6	6	406
4	2	azul	5	6	5	321
4	2	azul	6	6	8	537
4	3	amarelo	1	6	5	321
4	3	amarelo	2	6	7	431
4	3	amarelo	3	6	3	209
4	3	amarelo	4	6	8	524
4	3	amarelo	5	6	5	355
4	3	amarelo	6	6	7	457
4	4	verde	1	6	4	264
4	4	verde	2	6	6	390
4	4	verde	3	6	8	517
4	4	verde	4	6	5	326
4	4	verde	5	6	5	326
4	4	verde	6	6	5	326
4	5	branco	1	6	7	479
4	5	branco	2	6	7	473
4	5	branco	3	6	8	500
4	5	branco	4	6	6	417
4	5	branco	5	6	6	366
4	5	branco	6	6	6	389
4	1	vermelho	1	7	8	499
4	1	vermelho	2	7	5	329
4	1	vermelho	3	7	3	169
4	1	vermelho	4	7	5	333
4	1	vermelho	5	7	4	268
4	1	vermelho	6	7	6	401
4	2	azul	1	7	7	462
4	2	azul	2	7	5	323
4	2	azul	3	7	5	332
4	2	azul	4	7	6	406
4	2	azul	5	7	6	398
4	2	azul	6	7	4	242
4	3	amarelo	1	7	8	510
4	3	amarelo	2	7	8	548
4	3	amarelo	3	7	8	517
4	3	amarelo	4	7	7	446
4	3	amarelo	5	7	5	326
4	3	amarelo	6	7	5	328
4	4	verde	1	7	6	382
4	4	verde	2	7	9	595
4	4	verde	3	7	5	331
4	4	verde	4	7	6	428
4	4	verde	5	7	7	439
4	4	verde	6	7	6	366
4	5	branco	1	7	7	458
4	5	branco	2	7	2	130
4	5	branco	3	7	6	393
4	5	branco	4	7	8	517
4	5	branco	5	7	6	369
4	5	branco	6	7	5	316
4	1	vermelho	1	8	9	564
4	1	vermelho	2	8	7	470
4	1	vermelho	3	8	6	380
4	1	vermelho	4	8	8	487
4	1	vermelho	5	8	10	700
4	1	vermelho	6	8	6	436
4	2	azul	1	8	6	397
4	2	azul	2	8	5	329
4	2	azul	3	8	5	327
4	2	azul	4	8	7	449
4	2	azul	5	8	7	451
4	2	azul	6	8	4	246
4	3	amarelo	1	8	6	401
4	3	amarelo	2	8	6	416
4	3	amarelo	3	8	4	280
4	3	amarelo	4	8	5	315
4	3	amarelo	5	8	5	326
4	3	amarelo	6	8	7	473
4	4	verde	1	8	8	519
4	4	verde	2	8	7	456
4	4	verde	3	8	7	445
4	4	verde	4	8	9	590
4	4	verde	5	8	9	606
4	4	verde	6	8	8	512
4	5	branco	1	8	7	463
4	5	branco	2	8	7	468
4	5	branco	3	8	8	500
4	5	branco	4	8	7	452
4	5	branco	5	8	7	443
4	5	branco	6	8	9	578
4	1	vermelho	1	9	6	362
4	1	vermelho	2	9	6	386
4	1	vermelho	3	9	5	321
4	1	vermelho	4	9	8	508
4	1	vermelho	5	9	4	292
4	1	vermelho	6	9	5	335
4	2	azul	1	9	7	436
4	2	azul	2	9	4	279
4	2	azul	3	9	6	402
4	2	azul	4	9	8	527
4	2	azul	5	9	5	312
4	2	azul	6	9	5	316
4	3	amarelo	1	9	9	560
4	3	amarelo	2	9	8	557
4	3	amarelo	3	9	7	451
4	3	amarelo	4	9	6	380
4	3	amarelo	5	9	7	450
4	3	amarelo	6	9	7	485
4	4	verde	1	9	8	527
4	4	verde	2	9	7	467
4	4	verde	3	9	7	450
4	4	verde	4	9	6	366
4	4	verde	5	9	7	436
4	4	verde	6	9	7	447
4	5	branco	1	9	8	524
4	5	branco	2	9	6	404
4	5	branco	3	9	7	429
4	5	branco	4	9	9	581
4	5	branco	5	9	7	432
4	5	branco	6	9	7	438
4	1	vermelho	1	10	9	568
4	1	vermelho	2	10	6	378
4	1	vermelho	3	10	6	395
4	1	vermelho	4	10	9	566
4	1	vermelho	5	10	10	683
4	1	vermelho	6	10	7	469
4	2	azul	1	10	7	473
4	2	azul	2	10	4	261
4	2	azul	3	10	7	455
4	2	azul	4	10	9	580
4	2	azul	5	10	7	519
4	2	azul	6	10	9	560
4	3	amarelo	1	10	9	559
4	3	amarelo	2	10	8	564
4	3	amarelo	3	10	7	437
4	3	amarelo	4	10	7	443
4	3	amarelo	5	10	4	252
4	3	amarelo	6	10	9	604
4	4	verde	1	10	8	498
4	4	verde	2	10	8	525
4	4	verde	3	10	7	453
4	4	verde	4	10	8	488
4	4	verde	5	10	10	646
4	4	verde	6	10	5	330
4	5	branco	1	10	9	594
4	5	branco	2	10	6	405
4	5	branco	3	10	9	547
4	5	branco	4	10	10	675
4	5	branco	5	10	7	434
4	5	branco	6	10	8	504
4	1	vermelho	1	11	9	571
4	1	vermelho	2	11	5	317
4	1	vermelho	3	11	6	413
4	1	vermelho	4	11	10	623
4	1	vermelho	5	11	8	560
4	1	vermelho	6	11	5	330
4	2	azul	1	11	7	477
4	2	azul	2	11	5	353
4	2	azul	3	11	6	385
4	2	azul	4	11	8	521
4	2	azul	5	11	7	459
4	2	azul	6	11	6	391
4	3	amarelo	1	11	7	465
4	3	amarelo	2	11	9	635
4	3	amarelo	3	11	5	338
4	3	amarelo	4	11	7	455
4	3	amarelo	5	11	6	378
4	3	amarelo	6	11	9	633
4	4	verde	1	11	10	642
4	4	verde	2	11	8	538
4	4	verde	3	11	5	328
4	4	verde	4	11	7	463
4	4	verde	5	11	9	594
4	4	verde	6	11	7	464
4	5	branco	1	11	9	595
4	5	branco	2	11	7	464
4	5	branco	3	11	7	448
4	5	branco	4	11	9	581
4	5	branco	5	11	9	555
4	5	branco	6	11	8	512
4	1	vermelho	1	12	7	434
4	1	vermelho	2	12	7	488
4	1	vermelho	3	12	7	486
4	1	vermelho	4	12	8	510
4	1	vermelho	5	12	5	344
4	1	vermelho	6	12	6	414
4	2	azul	1	12	8	528
4	2	azul	2	12	5	341
4	2	azul	3	12	4	251
4	2	azul	4	12	10	655
4	2	azul	5	12	8	564
4	2	azul	6	12	6	379
4	3	amarelo	1	12	6	391
4	3	amarelo	2	12	7	485
4	3	amarelo	3	12	7	450
4	3	amarelo	4	12	8	528
4	3	amarelo	5	12	6	402
4	3	amarelo	6	12	8	549
4	4	verde	1	12	9	586
4	4	verde	2	12	8	537
4	4	verde	3	12	7	462
4	4	verde	4	12	8	507
4	4	verde	5	12	9	598
4	4	verde	6	12	7	444
4	5	branco	1	12	9	599
4	5	branco	2	12	7	481
4	5	branco	3	12	8	491
4	5	branco	4	12	8	522
4	5	branco	5	12	7	430
4	5	branco	6	12	7	434
4	1	vermelho	1	13	10	632
4	1	vermelho	2	13	6	366
4	1	vermelho	3	13	8	533
4	1	vermelho	4	13	8	512
4	1	vermelho	5	13	8	604
4	1	vermelho	6	13	7	448
4	2	azul	1	13	9	618
4	2	azul	2	13	7	493
4	2	azul	3	13	7	499
4	2	azul	4	13	9	603
4	2	azul	5	13	7	462
4	2	azul	6	13	7	413
4	3	amarelo	1	13	6	390
4	3	amarelo	2	13	8	506
4	3	amarelo	3	13	7	455
4	3	amarelo	4	13	8	522
4	3	amarelo	5	13	7	479
4	3	amarelo	6	13	8	579
4	4	verde	1	13	10	610
4	4	verde	2	13	8	533
4	4	verde	3	13	8	620
4	4	verde	4	13	8	458
4	4	verde	5	13	9	585
4	4	verde	6	13	7	437
4	5	branco	1	13	7	441
4	5	branco	2	13	6	372
4	5	branco	3	13	8	490
4	5	branco	4	13	7	511
4	5	branco	5	13	7	413
4	5	branco	6	13	7	427
4	1	vermelho	1	14	8	525
4	1	vermelho	2	14	4	249
4	1	vermelho	3	14	8	529
4	1	vermelho	4	14	8	456
4	1	vermelho	5	14	9	641
4	1	vermelho	6	14	4	280
4	2	azul	1	14	7	474
4	2	azul	2	14	5	368
4	2	azul	3	14	6	407
4	2	azul	4	14	9	620
4	2	azul	5	14	6	402
4	2	azul	6	14	7	467
4	3	amarelo	1	14	9	583
4	3	amarelo	2	14	7	487
4	3	amarelo	3	14	6	405
4	3	amarelo	4	14	8	553
4	3	amarelo	5	14	6	403
4	3	amarelo	6	14	6	408
4	4	verde	1	14	7	499
4	4	verde	2	14	8	528
4	4	verde	3	14	7	479
4	4	verde	4	14	8	526
4	4	verde	5	14	7	478
4	4	verde	6	14	6	400
4	5	branco	1	14	10	676
4	5	branco	2	14	8	397
4	5	branco	3	14	7	547
4	5	branco	4	14	7	472
4	5	branco	5	14	7	433
4	5	branco	6	14	7	477
5	1	branco	1	1	7	450
5	1	branco	2	1	5	337
5	1	branco	3	1	8	519
5	1	branco	4	1	6	392
5	1	branco	5	1	6	423
5	1	branco	6	1	7	458
5	2	vermelho	1	1	8	543
5	2	vermelho	2	1	5	315
5	2	vermelho	3	1	7	476
5	2	vermelho	4	1	7	460
5	2	vermelho	5	1	6	376
5	2	vermelho	6	1	4	279
5	3	verde	1	1	7	444
5	3	verde	2	1	9	611
5	3	verde	3	1	7	454
5	3	verde	4	1	7	450
5	3	verde	5	1	4	271
5	3	verde	6	1	6	433
5	4	amarelo	1	1	9	587
5	4	amarelo	2	1	8	529
5	4	amarelo	3	1	9	617
5	4	amarelo	4	1	8	542
5	4	amarelo	5	1	7	460
5	4	amarelo	6	1	6	415
5	5	azul	1	1	8	524
5	5	azul	2	1	6	408
5	5	azul	3	1	8	510
5	5	azul	4	1	8	538
5	5	azul	5	1	8	450
5	5	azul	6	1	8	530
5	1	branco	1	2	7	450
5	1	branco	2	2	8	548
5	1	branco	3	2	6	388
5	1	branco	4	2	7	433
5	1	branco	5	2	7	503
5	1	branco	6	2	6	401
5	2	vermelho	1	2	9	625
5	2	vermelho	2	2	5	340
5	2	vermelho	3	2	5	340
5	2	vermelho	4	2	8	552
5	2	vermelho	5	2	6	397
5	2	vermelho	6	2	6	395
5	3	verde	1	2	8	519
5	3	verde	2	2	9	632
5	3	verde	3	2	8	520
5	3	verde	4	2	9	592
5	3	verde	5	2	7	510
5	3	verde	6	2	6	411
5	4	amarelo	1	2	8	513
5	4	amarelo	2	2	6	391
5	4	amarelo	3	2	5	335
5	4	amarelo	4	2	6	445
5	4	amarelo	5	2	8	533
5	4	amarelo	6	2	6	395
5	5	azul	1	2	7	482
5	5	azul	2	2	6	390
5	5	azul	3	2	7	457
5	5	azul	4	2	9	617
5	5	azul	5	2	8	496
5	5	azul	6	2	8	516
5	1	branco	1	3	8	518
5	1	branco	2	3	6	380
5	1	branco	3	3	7	442
5	1	branco	4	3	6	382
5	1	branco	5	3	6	406
5	1	branco	6	3	4	268
5	2	vermelho	1	3	8	554
5	2	vermelho	2	3	7	491
5	2	vermelho	3	3	4	256
5	2	vermelho	4	3	11	761
5	2	vermelho	5	3	4	268
5	2	vermelho	6	3	6	410
5	3	verde	1	3	10	637
5	3	verde	2	3	8	535
5	3	verde	3	3	7	439
5	3	verde	4	3	7	448
5	3	verde	5	3	6	417
5	3	verde	6	3	6	426
5	4	amarelo	1	3	6	380
5	4	amarelo	2	3	7	459
5	4	amarelo	3	3	9	605
5	4	amarelo	4	3	9	547
5	4	amarelo	5	3	7	463
5	4	amarelo	6	3	6	401
5	5	azul	1	3	9	612
5	5	azul	2	3	7	475
